declaracion.situacionPatrimonial.datosGenerales.curp,declaracion.situacionPatrimonial.ingresos.totalIngresosAnualesNetos.valor
RIPM830106HSNJRR06,404965
ROFE881127HSNCNN01,
RIPM830106HSNJRR06,1703784
RIPM830106HSNJRR06,1622700
RIPM830106HSNJRR06,1674612
RIPM830106HSNJRR06,1545432
RIPM830106HSNJRR06,1575108
RIPM830106HSNJRR06,
RIPM830106HSNJRR06,
YAQI710122HPUMNS08,4296864
YAQI710122HPUMNS08,1637950
YAQI710122HPUMNS08,4884324
YAQI710122HPUMNS08,
YAQI710122HPUMNS08,4039428
YAQI710122HPUMNS08,6055368
YAQI710122HPUMNS08,5247156
YAQI710122HPUMNS08,
SOBF751110HSNTDD09,
SOBF751110HSNTDD09,5620656
SOBF751110HSNTDD09,1576280
SOBF751110HSNTDD09,5001060
OLDA770402MAGVLN04,
SOBF751110HSNTDD09,4767912
OLDA770402MAGVLN04,1586784
SOBF751110HSNTDD09,5292240
SOBF751110HSNTDD09,
SOBF751110HSNTDD09,5017752
OLDA770402MAGVLN04,335395
OLDA770402MAGVLN04,1527012
OLDA770402MAGVLN04,1701336
ALCJ731012MVZVRR08,440580
OLDA770402MAGVLN04,1609872
ALCJ731012MVZVRR08,1619244
OLDA770402MAGVLN04,
ALCJ731012MVZVRR08,
OLDA770402MAGVLN04,1702476
ALCJ731012MVZVRR08,1626108
ALOL720726MAGBVS07,
ALCJ731012MVZVRR08,1681536
ALOL720726MAGBVS07,1248972
ALCJ731012MVZVRR08,1613904
ALOL720726MAGBVS07,228710
ALCJ731012MVZVRR08,
ALOL720726MAGBVS07,1237800
ALOL720726MAGBVS07,1167180
ALOL720726MAGBVS07,1153260
ALOL720726MAGBVS07,1321200
ALCJ731012MVZVRR08,1619496
ALOL720726MAGBVS07,
QUDB760425HDFNLR09,
QUDB760425HDFNLR09,1961310
QUDB760425HDFNLR09,5168772
QUDB760425HDFNLR09,5496432
QUDB760425HDFNLR09,5770320
CABA760016HDFRZX01,
QUDB760425HDFNLR09,4515708
QUDB760425HDFNLR09,5440344
QUDB760425HDFNLR09,
CABA760016HDFRZX01,600000
CABA760016HDFRZX01,600000
CABA760016HDFRZX01,125000
PAGA870624MDFGLT07,391650
CABA760016HDFRZX01,600000
CABA760016HDFRZX01,600000
PAGA870624MDFGLT07,
CABA760016HDFRZX01,600000
CABA760016HDFRZX01,
PAGA870624MDFGLT07,1539768
PAGA870624MDFGLT07,1737216
PAGA870624MDFGLT07,1750344
PAGA870624MDFGLT07,1668408
PAGA870624MDFGLT07,
VEGA710616HPURNM08,
VEGA710616HPURNM08,600000
VEGA710616HPURNM08,600000
VEGA710616HPURNM08,125000
VEGA710616HPURNM08,600000
VEGA710616HPURNM08,600000
VEGA710616HPURNM08,600000
MUFM710015HSNÑLR01,
MUFM710015HSNÑLR01,307985
MUFM710015HSNÑLR01,1327296
PAGA870624MDFGLT07,1634760
VEGA710616HPURNM08,
MUFM710015HSNÑLR01,1285140
MUFM710015HSNÑLR01,1236624
MUFM710015HSNÑLR01,1154916
MUFM710015HSNÑLR01,1233600
MUFM710015HSNÑLR01,
GÁCJ890223MPULBS07,4405872
GÁCJ890223MPULBS07,
GÁCJ890223MPULBS07,1315595
GÁCJ890223MPULBS07,5592348
GÁCJ890223MPULBS07,5271684
GÁCJ890223MPULBS07,4894068
GÁCJ890223MPULBS07,4233840
GÁCJ890223MPULBS07,
CASJ740303HAGLZQ02,1762320
CASJ740303HAGLZQ02,4455480
CASJ740303HAGLZQ02,4958988
CASJ740303HAGLZQ02,5291544
CASJ740303HAGLZQ02,
CASJ740303HAGLZQ02,5434740
COCG770707HPULSL07,1778870
CASJ740303HAGLZQ02,
CASJ740303HAGLZQ02,5360100
COCG770707HPULSL07,
COCG770707HPULSL07,4761552
COCG770707HPULSL07,5358588
COCG770707HPULSL07,5127912
BOBJ821108HAGRRL08,125000
COCG770707HPULSL07,4513740
BOBJ821108HAGRRL08,600000
COCG770707HPULSL07,4265268
COCG770707HPULSL07,
BOBJ821108HAGRRL08,
BOBJ821108HAGRRL08,600000
BOBJ821108HAGRRL08,600000
BOBJ821108HAGRRL08,600000
BOBJ821108HAGRRL08,600000
MAMC720907MAGLRT02,
BOBJ821108HAGRRL08,
MAMC720907MAGLRT02,261645
MAMC720907MAGLRT02,1293900
MAMC720907MAGLRT02,1060620
MAMC720907MAGLRT02,1111716
MAMC720907MAGLRT02,1150752
MAMC720907MAGLRT02,1223268
MAGJ710827HAGRRN06,
MAGJ710827HAGRRN06,126855
MAMC720907MAGLRT02,
MAGJ710827HAGRRN06,608904
MAGJ710827HAGRRN06,608904
MAGJ710827HAGRRN06,608904
MAGJ710827HAGRRN06,608904
MAGJ710827HAGRRN06,608904
MAGJ710827HAGRRN06,
ESMS731023HVZPRN08,
ESMS731023HVZPRN08,1780920
ESMS731023HVZPRN08,4866936
ESMS731023HVZPRN08,5308512
ESMS731023HVZPRN08,4999488
ESMS731023HVZPRN08,5452416
URMG800225HAGBNN02,1845245
ESMS731023HVZPRN08,
ESMS731023HVZPRN08,4697340
URMG800225HAGBNN02,
URMG800225HAGBNN02,6577956
URMG800225HAGBNN02,6456180
URMG800225HAGBNN02,7124220
DOSA790321MSNMRT06,125000
URMG800225HAGBNN02,5992812
DOSA790321MSNMRT06,
URMG800225HAGBNN02,6850644
URMG800225HAGBNN02,
DOSA790321MSNMRT06,600000
DOSA790321MSNMRT06,600000
DOSA790321MSNMRT06,600000
DOSA790321MSNMRT06,600000
DOSA790321MSNMRT06,600000
KABN750720HSNRSC03,
KABN750720HSNRSC03,160000
KABN750720HSNRSC03,768000
KABN750720HSNRSC03,768000
KABN750720HSNRSC03,768000
KABN750720HSNRSC03,768000
TETM800805MVZLMR07,126855
KABN750720HSNRSC03,768000
KABN750720HSNRSC03,
DOSA790321MSNMRT06,
TETM800805MVZLMR07,
TETM800805MVZLMR07,608904
TETM800805MVZLMR07,608904
TETM800805MVZLMR07,608904
TETM800805MVZLMR07,608904
TETM800805MVZLMR07,608904
ORGT830621MAGLRD05,
ORGT830621MAGLRD05,125000
TETM800805MVZLMR07,
ORGT830621MAGLRD05,600000
ORGT830621MAGLRD05,600000
ORGT830621MAGLRD05,600000
ORGT830621MAGLRD05,600000
ORGT830621MAGLRD05,600000
SOGÓ711116HSNLLC01,
ORGT830621MAGLRD05,
SOGÓ711116HSNLLC01,1817870
SOGÓ711116HSNLLC01,5556072
SOGÓ711116HSNLLC01,5100120
SOGÓ711116HSNLLC01,5015988
CAKE730015HPURNR01,378375
SOGÓ711116HSNLLC01,4981080
CAKE730015HPURNR01,1679760
SOGÓ711116HSNLLC01,5908248
CAKE730015HPURNR01,1618248
SOGÓ711116HSNLLC01,
CAKE730015HPURNR01,1807872
CAKE730015HPURNR01,1504644
CAKE730015HPURNR01,
CAKE730015HPURNR01,1709676
CAKE730015HPURNR01,
DUYA810624HSNRBX09,1673625
DUYA810624HSNRBX09,
DUYA810624HSNRBX09,5817120
DUYA810624HSNRBX09,6205956
DUYA810624HSNRBX09,6393240
DUYA810624HSNRBX09,5870508
DUYA810624HSNRBX09,5519712
PACC810815HDFLRL08,125000
PACC810815HDFLRL08,
PACC810815HDFLRL08,600000
PACC810815HDFLRL08,600000
PACC810815HDFLRL08,600000
PACC810815HDFLRL08,600000
DUYA810624HSNRBX09,
PACC810815HDFLRL08,
PACC810815HDFLRL08,600000
MOGR800227HVZRYD01,1781915
MOGR800227HVZRYD01,4833900
MOGR800227HVZRYD01,5054712
MOGR800227HVZRYD01,
MOGR800227HVZRYD01,4607544
MOGR800227HVZRYD01,5923704
RALM790023HSNNRR02,1880315
MOGR800227HVZRYD01,5345388
RALM790023HSNNRR02,5630652
MOGR800227HVZRYD01,
RALM790023HSNNRR02,
RALM790023HSNNRR02,6253224
RALM790023HSNNRR02,5870316
RALM790023HSNNRR02,6202452
CAME720523HSNRNL07,
RALM790023HSNNRR02,
CAME720523HSNRNL07,600000
RALM790023HSNNRR02,6290568
CAME720523HSNRNL07,125000
CAME720523HSNRNL07,600000
CAME720523HSNRNL07,600000
CAME720523HSNRNL07,600000
OLRR720621HAGVMM06,
CAME720523HSNRNL07,600000
CAME720523HSNRNL07,
OLRR720621HAGVMM06,323465
OLRR720621HAGVMM06,1647612
OLRR720621HAGVMM06,1481604
OLRR720621HAGVMM06,1755372
OLRR720621HAGVMM06,1669356
OLRR720621HAGVMM06,
PENE740908MPUÑVN01,
OLRR720621HAGVMM06,1658892
PENE740908MPUÑVN01,353945
PENE740908MPUÑVN01,1243332
PENE740908MPUÑVN01,1354560
PENE740908MPUÑVN01,1200168
PENE740908MPUÑVN01,1265544
PENE740908MPUÑVN01,1251696
PENE740908MPUÑVN01,
GUHE800526HPUVRL07,
GUHE800526HPUVRL07,2226315
GUHE800526HPUVRL07,6611880
GUHE800526HPUVRL07,6905268
GUHE800526HPUVRL07,6512832
GUHE800526HPUVRL07,6272292
NEMC860603HSNGÑT04,
NEMC860603HSNGÑT04,126855
GUHE800526HPUVRL07,7171692
NEMC860603HSNGÑT04,608904
NEMC860603HSNGÑT04,608904
GUHE800526HPUVRL07,
NEMC860603HSNGÑT04,608904
NEMC860603HSNGÑT04,608904
NEMC860603HSNGÑT04,608904
NEMC860603HSNGÑT04,
GRPR860325MSNRÑS02,
GRPR860325MSNRÑS02,6549924
GRPR860325MSNRÑS02,1833510
GRPR860325MSNRÑS02,7492560
GRPR860325MSNRÑS02,6519636
GRPR860325MSNRÑS02,6011664
GRPR860325MSNRÑS02,6440424
MAMC800703MAGTDR06,
MAMC800703MAGTDR06,1545840
GRPR860325MSNRÑS02,
MAMC800703MAGTDR06,4837260
MAMC800703MAGTDR06,4990920
MAMC800703MAGTDR06,5063124
MAMC800703MAGTDR06,6233184
VARM750723HPULMR04,
VARM750723HPULMR04,160000
MAMC800703MAGTDR06,5495544
VARM750723HPULMR04,768000
VARM750723HPULMR04,768000
VARM750723HPULMR04,768000
VARM750723HPULMR04,768000
MAMC800703MAGTDR06,
VARM750723HPULMR04,
VARM750723HPULMR04,768000
ORSE720902MPUZLT01,
ORSE720902MPUZLT01,1533012
ORSE720902MPUZLT01,1655136
ORSE720902MPUZLT01,1798680
ORSE720902MPUZLT01,388130
ORSE720902MPUZLT01,1682688
ORSE720902MPUZLT01,1636896
FAJD880327MAGJRR07,
ORSE720902MPUZLT01,
FAJD880327MAGJRR07,4424784
FAJD880327MAGJRR07,1694940
FAJD880327MAGJRR07,4937856
FAJD880327MAGJRR07,6184368
FAJD880327MAGJRR07,5285448
FAJD880327MAGJRR07,
FAJD880327MAGJRR07,5378400
TABE880212HAGMLT05,
TABE880212HAGMLT05,1734780
TABE880212HAGMLT05,5478444
TABE880212HAGMLT05,5259528
TABE880212HAGMLT05,5908680
TABE880212HAGMLT05,5645592
TABE880212HAGMLT05,4788408
ALSJ850024MDFTLR09,
ALSJ850024MDFTLR09,2043130
TABE880212HAGMLT05,
ALSJ850024MDFTLR09,5038692
ALSJ850024MDFTLR09,3883416
ALSJ850024MDFTLR09,5518056
AROJ780012HVZNML01,
ALSJ850024MDFTLR09,4211952
AROJ780012HVZNML01,268825
ALSJ850024MDFTLR09,3982872
ALSJ850024MDFTLR09,
AROJ780012HVZNML01,1226640
AROJ780012HVZNML01,1157952
AROJ780012HVZNML01,1180200
AROJ780012HVZNML01,1229100
AROJ780012HVZNML01,1081932
AROJ780012HVZNML01,
ZAAM880516MSNMSR03,
ZAAM880516MSNMSR03,1266564
ZAAM880516MSNMSR03,313830
ZAAM880516MSNMSR03,1307124
ZAAM880516MSNMSR03,1208400
ZAAM880516MSNMSR03,1372728
ZAAM880516MSNMSR03,1190796
BASG890816HPUNLN07,5643108
BASG890816HPUNLN07,1951050
BASG890816HPUNLN07,
ZAAM880516MSNMSR03,
ALSV760916HAGNLC07,
BASG890816HPUNLN07,6477360
BASG890816HPUNLN07,5995788
BASG890816HPUNLN07,5369916
ALSV760916HAGNLC07,316500
ALSV760916HAGNLC07,1155504
ALSV760916HAGNLC07,1122804
BASG890816HPUNLN07,
ALSV760916HAGNLC07,1158396
COCR860405HPURBN08,
ALSV760916HAGNLC07,1289220
BASG890816HPUNLN07,6112764
ALSV760916HAGNLC07,
ALSV760916HAGNLC07,1186896
COCR860405HPURBN08,378575
COCR860405HPURBN08,1618716
COCR860405HPURBN08,1718448
COCR860405HPURBN08,1515084
COCR860405HPURBN08,1719408
COCR860405HPURBN08,1531368
SOQB760208HDFLZR08,
SOQB760208HDFLZR08,125000
SOQB760208HDFLZR08,600000
SOQB760208HDFLZR08,600000
SOQB760208HDFLZR08,600000
COCR860405HPURBN08,
SOQB760208HDFLZR08,600000
SOQB760208HDFLZR08,600000
SOQB760208HDFLZR08,
LINE750515MVZMVR09,
LINE750515MVZMVR09,6324060
LINE750515MVZMVR09,1808545
LINE750515MVZMVR09,4935180
LINE750515MVZMVR09,5063772
LINE750515MVZMVR09,4360236
CAGA830818MPURRN04,403130
LINE750515MVZMVR09,5050236
CAGA830818MPURRN04,
CAGA830818MPURRN04,1739040
LINE750515MVZMVR09,
CAGA830818MPURRN04,1704264
CAGA830818MPURRN04,1537872
CAGA830818MPURRN04,1631880
COPS730715HAGLCN08,1533612
COPS730715HAGLCN08,
COPS730715HAGLCN08,351110
CAGA830818MPURRN04,1642452
CAGA830818MPURRN04,
COPS730715HAGLCN08,1696224
COPS730715HAGLCN08,1726692
PRHA890821MSNRXT03,
COPS730715HAGLCN08,1637820
COPS730715HAGLCN08,
COPS730715HAGLCN08,1701312
PRHA890821MSNRXT03,768000
PRHA890821MSNRXT03,160000
PRHA890821MSNRXT03,768000
PRHA890821MSNRXT03,768000
PRHA890821MSNRXT03,768000
NALM880908HDFZVR06,
NALM880908HDFZVR06,300455
PRHA890821MSNRXT03,768000
PRHA890821MSNRXT03,
NALM880908HDFZVR06,1130676
NALM880908HDFZVR06,1269480
NALM880908HDFZVR06,1173792
NALM880908HDFZVR06,1133076
NALM880908HDFZVR06,1207848
MARM860722HSNRVN01,
NALM880908HDFZVR06,
MARM860722HSNRVN01,160000
MARM860722HSNRVN01,768000
MARM860722HSNRVN01,768000
MARM860722HSNRVN01,768000
MARM860722HSNRVN01,768000
MARM860722HSNRVN01,768000
MARM860722HSNRVN01,
SOUP700422HVZLLT03,1491295
SOUP700422HVZLLT03,
SOUP700422HVZLLT03,5407572
SOUP700422HVZLLT03,5157612
SOUP700422HVZLLT03,4267008
SOUP700422HVZLLT03,4462740
SOUP700422HVZLLT03,4754580
RACR790715MVZMSB02,
RACR790715MVZMSB02,4681812
SOUP700422HVZLLT03,
RACR790715MVZMSB02,2010195
RACR790715MVZMSB02,5193180
RACR790715MVZMSB02,5301252
VEMA890011HSNLNJ02,
VEMA890011HSNLNJ02,1483956
VEMA890011HSNLNJ02,375750
RACR790715MVZMSB02,
VEMA890011HSNLNJ02,1467060
RACR790715MVZMSB02,4775484
VEMA890011HSNLNJ02,1630104
RACR790715MVZMSB02,6312816
TEAE830011MPURRT04,
VEMA890011HSNLNJ02,1744584
VEMA890011HSNLNJ02,1748088
TEAE830011MPURRT04,332200
TEAE830011MPURRT04,1539624
VEMA890011HSNLNJ02,
TEAE830011MPURRT04,1765536
TEAE830011MPURRT04,1660884
SAMA790217HAGLNN07,
TEAE830011MPURRT04,
SAMA790217HAGLNN07,414995
TEAE830011MPURRT04,1734492
SAMA790217HAGLNN07,1622940
TEAE830011MPURRT04,1646916
SAMA790217HAGLNN07,1820940
SAMA790217HAGLNN07,1767336
SAMA790217HAGLNN07,1590300
SAMA790217HAGLNN07,1690344
SAMA790217HAGLNN07,
GABN790322MAGYNM08,1616295
GABN790322MAGYNM08,4939764
GABN790322MAGYNM08,5218224
GABN790322MAGYNM08,5619336
GABN790322MAGYNM08,
GABN790322MAGYNM08,4666896
GABN790322MAGYNM08,5686932
GABN790322MAGYNM08,
XECA890604MDFNPX07,
XECA890604MDFNPX07,5177640
XECA890604MDFNPX07,2116955
XECA890604MDFNPX07,5536644
XECA890604MDFNPX07,5483808
KAVG840020MAGNLB03,
XECA890604MDFNPX07,4169412
XECA890604MDFNPX07,4744020
KAVG840020MAGNLB03,105560
KAVG840020MAGNLB03,506688
KAVG840020MAGNLB03,506688
KAVG840020MAGNLB03,506688
KAVG840020MAGNLB03,506688
XECA890604MDFNPX07,
KAVG840020MAGNLB03,506688
PECA880215MAGRHD05,5682180
PECA880215MAGRHD05,5478084
PECA880215MAGRHD05,1448800
PECA880215MAGRHD05,
PECA880215MAGRHD05,4926516
KAVG840020MAGNLB03,
PECA880215MAGRHD05,4688772
PECA880215MAGRHD05,5629080
HEVY871017MDFRLL09,
PECA880215MAGRHD05,
HEVY871017MDFRLL09,4564536
HEVY871017MDFRLL09,4918416
HEVY871017MDFRLL09,4414020
HEVY871017MDFRLL09,1764620
SORM890821MPUTMR03,
HEVY871017MDFRLL09,4299144
HEVY871017MDFRLL09,5574312
SORM890821MPUTMR03,160000
SORM890821MPUTMR03,768000
SORM890821MPUTMR03,768000
HEVY871017MDFRLL09,
SORM890821MPUTMR03,768000
SORM890821MPUTMR03,768000
ESIM800508HPUPRG05,
ESIM800508HPUPRG05,125000
SORM890821MPUTMR03,
SORM890821MPUTMR03,768000
ESIM800508HPUPRG05,600000
ESIM800508HPUPRG05,600000
ESIM800508HPUPRG05,600000
ESIM800508HPUPRG05,600000
ESIM800508HPUPRG05,600000
PAKM760919MVZRYG01,
PAKM760919MVZRYG01,1865710
PAKM760919MVZRYG01,6296100
PAKM760919MVZRYG01,6432900
PAKM760919MVZRYG01,6404472
PAKM760919MVZRYG01,7394856
ESIM800508HPUPRG05,
PAKM760919MVZRYG01,6223368
LÓVG731004MDFPRL03,
LÓVG731004MDFPRL03,1269276
LÓVG731004MDFPRL03,1285368
LÓVG731004MDFPRL03,346665
LÓVG731004MDFPRL03,1288800
LÓVG731004MDFPRL03,1181004
LÓVG731004MDFPRL03,1208328
PAKM760919MVZRYG01,
LÓVG731004MDFPRL03,
PAAD780119MPULSL03,160000
PAAD780119MPULSL03,
PAAD780119MPULSL03,768000
PAAD780119MPULSL03,768000
PAAD780119MPULSL03,768000
BANC740101HVZZGL09,125000
PAAD780119MPULSL03,
PAAD780119MPULSL03,768000
BANC740101HVZZGL09,
BANC740101HVZZGL09,600000
BANC740101HVZZGL09,600000
BANC740101HVZZGL09,600000
BANC740101HVZZGL09,600000
PAAD780119MPULSL03,768000
BANC740101HVZZGL09,600000
BANC740101HVZZGL09,
HETS770918HDFRMR03,
HETS770918HDFRMR03,5427720
HETS770918HDFRMR03,1696305
HETS770918HDFRMR03,5159940
HETS770918HDFRMR03,4675440
HETS770918HDFRMR03,4928196
HETS770918HDFRMR03,6203268
SOCP841122HDFLLB01,
HETS770918HDFRMR03,
SOCP841122HDFLLB01,7011348
SOCP841122HDFLLB01,6279612
SOCP841122HDFLLB01,1933155
SOCP841122HDFLLB01,6931776
SOCP841122HDFLLB01,6368076
SOCP841122HDFLLB01,6137460
YBZE800002HDFBRZ02,
YBZE800002HDFBRZ02,125000
YBZE800002HDFBRZ02,600000
YBZE800002HDFBRZ02,600000
SOCP841122HDFLLB01,
RASM800822HSNYNG04,
RASM800822HSNYNG04,362515
YBZE800002HDFBRZ02,600000
YBZE800002HDFBRZ02,600000
YBZE800002HDFBRZ02,
RASM800822HSNYNG04,1723848
RASM800822HSNYNG04,1539888
RASM800822HSNYNG04,1647888
YBZE800002HDFBRZ02,600000
RASM800822HSNYNG04,1674096
RASM800822HSNYNG04,1569420
RASM800822HSNYNG04,
KIDS880417MVZNRR01,
KIDS880417MVZNRR01,1198740
KIDS880417MVZNRR01,1165716
KIDS880417MVZNRR01,972888
KIDS880417MVZNRR01,268980
KIDS880417MVZNRR01,1199772
KIDS880417MVZNRR01,1135140
ARRM720122HSNTMR04,
KIDS880417MVZNRR01,
ARRM720122HSNTMR04,313690
ARRM720122HSNTMR04,1078260
ARRM720122HSNTMR04,1066752
ARRM720122HSNTMR04,1061316
ARRM720122HSNTMR04,1265268
ARRM720122HSNTMR04,1226148
ARRM720122HSNTMR04,
DEOA790825MAGLRD01,
DEOA790825MAGLRD01,1910990
DEOA790825MAGLRD01,5241168
DEOA790825MAGLRD01,5805504
DEOA790825MAGLRD01,6456948
DEOA790825MAGLRD01,5663076
DEOA790825MAGLRD01,6175596
KAGL860424HPUNRN06,
KAGL860424HPUNRN06,1546360
DEOA790825MAGLRD01,
KAGL860424HPUNRN06,5043084
KAGL860424HPUNRN06,5786484
KAGL860424HPUNRN06,4656276
MOSF700922MVZRGT03,1554665
KAGL860424HPUNRN06,5322960
KAGL860424HPUNRN06,
MOSF700922MVZRGT03,
MOSF700922MVZRGT03,5244744
MOSF700922MVZRGT03,4850556
KAGL860424HPUNRN06,5001852
MOSF700922MVZRGT03,5427300
MOSF700922MVZRGT03,
MOSF700922MVZRGT03,4548864
HUTL721110HPUXJR03,
HUTL721110HPUXJR03,1589475
MOSF700922MVZRGT03,4659816
HUTL721110HPUXJR03,6794448
HUTL721110HPUXJR03,6445044
MECJ771017MDFLRZ01,
HUTL721110HPUXJR03,6184860
HUTL721110HPUXJR03,5253960
MECJ771017MDFLRZ01,105560
HUTL721110HPUXJR03,5707896
MECJ771017MDFLRZ01,506688
MECJ771017MDFLRZ01,506688
HUTL721110HPUXJR03,
MECJ771017MDFLRZ01,506688
MECJ771017MDFLRZ01,506688
MECJ771017MDFLRZ01,506688
MECJ771017MDFLRZ01,
TEGJ840101HAGLLL07,
TEGJ840101HAGLLL07,1839940
TEGJ840101HAGLLL07,5200344
TEGJ840101HAGLLL07,5469060
ALCG720525HPUCRD05,
TEGJ840101HAGLLL07,4998048
TEGJ840101HAGLLL07,4408884
ALCG720525HPUCRD05,367375
TEGJ840101HAGLLL07,5772132
ALCG720525HPUCRD05,1506948
ALCG720525HPUCRD05,1736472
TEGJ840101HAGLLL07,
ALCG720525HPUCRD05,1682100
ALCG720525HPUCRD05,1612512
BAVE751016HAGRLT08,
ALCG720525HPUCRD05,1799448
BAVE751016HAGRLT08,314535
BAVE751016HAGRLT08,1311528
ALCG720525HPUCRD05,
BAVE751016HAGRLT08,1173276
BAVE751016HAGRLT08,1128564
BAVE751016HAGRLT08,1257816
BAVE751016HAGRLT08,1237032
ANVC840619HSNGLR01,
ANVC840619HSNGLR01,160000
BAVE751016HAGRLT08,
ANVC840619HSNGLR01,768000
ANVC840619HSNGLR01,768000
ANVC840619HSNGLR01,768000
ANVC840619HSNGLR01,768000
QUMM870919MPUNRR01,
ANVC840619HSNGLR01,768000
QUMM870919MPUNRR01,126855
ANVC840619HSNGLR01,
QUMM870919MPUNRR01,608904
QUMM870919MPUNRR01,608904
QUMM870919MPUNRR01,608904
QUMM870919MPUNRR01,608904
QUMM870919MPUNRR01,
MIOJ750321MDFRTQ03,
MIOJ750321MDFRTQ03,1273908
QUMM870919MPUNRR01,608904
MIOJ750321MDFRTQ03,1242036
MIOJ750321MDFRTQ03,1283760
MIOJ750321MDFRTQ03,1190100
MIOJ750321MDFRTQ03,341115
KAGB700711HSNPRN08,
MIOJ750321MDFRTQ03,1158360
KAGB700711HSNPRN08,1589976
KAGB700711HSNPRN08,393545
KAGB700711HSNPRN08,1762260
KAGB700711HSNPRN08,1665996
MIOJ750321MDFRTQ03,
KAGB700711HSNPRN08,1687284
KAGB700711HSNPRN08,1661100
ZABD850323HSNMCB05,
ZABD850323HSNMCB05,126855
ZABD850323HSNMCB05,608904
ZABD850323HSNMCB05,608904
ZABD850323HSNMCB05,608904
KAGB700711HSNPRN08,
ZABD850323HSNMCB05,608904
ZABD850323HSNMCB05,608904
ZABD850323HSNMCB05,
SÁTV870319MVZNRN09,
SÁTV870319MVZNRN09,1878220
SÁTV870319MVZNRN09,5197620
SÁTV870319MVZNRN09,5380200
SÁTV870319MVZNRN09,5013516
SÁTV870319MVZNRN09,5378688
SÁTV870319MVZNRN09,5678748
SÁTV870319MVZNRN09,
ADRV831118HPUMLC05,
ADRV831118HPUMLC05,1601325
ADRV831118HPUMLC05,4531776
ADRV831118HPUMLC05,4379544
YECE880222MVZBNC06,
ADRV831118HPUMLC05,4329384
YECE880222MVZBNC06,1755120
ADRV831118HPUMLC05,3810864
ADRV831118HPUMLC05,4683888
YECE880222MVZBNC06,352550
ADRV831118HPUMLC05,
YECE880222MVZBNC06,1580676
YECE880222MVZBNC06,1603428
YECE880222MVZBNC06,1678260
YECE880222MVZBNC06,1703256
RATV830918MPULLR09,
YECE880222MVZBNC06,
RATV830918MPULLR09,506688
RATV830918MPULLR09,105560
RATV830918MPULLR09,506688
RATV830918MPULLR09,506688
RATV830918MPULLR09,506688
RATV830918MPULLR09,
SAOK770615MSNLNM01,
SAOK770615MSNLNM01,2185730
SAOK770615MSNLNM01,6799296
SAOK770615MSNLNM01,6688272
RATV830918MPULLR09,506688
SAOK770615MSNLNM01,5763180
SAOK770615MSNLNM01,6518280
SAOK770615MSNLNM01,
TIBB821015MSNRNT01,
SAOK770615MSNLNM01,7114992
TIBB821015MSNRNT01,506688
TIBB821015MSNRNT01,105560
TIBB821015MSNRNT01,506688
TIBB821015MSNRNT01,506688
TIBB821015MSNRNT01,506688
TIBB821015MSNRNT01,506688
ESPG801021MSNTNB04,506688
TIBB821015MSNRNT01,
ESPG801021MSNTNB04,105560
ESPG801021MSNTNB04,506688
ESPG801021MSNTNB04,506688
ESPG801021MSNTNB04,506688
ESPG801021MSNTNB04,
ESPG801021MSNTNB04,506688
ESPG801021MSNTNB04,
GILI760605HSNRRR08,
GILI760605HSNRRR08,1686780
GILI760605HSNRRR08,6721932
BABM880107MSNHNR03,
GILI760605HSNRRR08,6181752
GILI760605HSNRRR08,6359832
GILI760605HSNRRR08,7195896
BABM880107MSNHNR03,126855
BABM880107MSNHNR03,608904
GILI760605HSNRRR08,6675756
BABM880107MSNHNR03,608904
BABM880107MSNHNR03,608904
BABM880107MSNHNR03,608904
BABM880107MSNHNR03,608904
BANV701026MDFTZL04,
GILI760605HSNRRR08,
BABM880107MSNHNR03,
BANV701026MDFTZL04,388785
BANV701026MDFTZL04,1741596
BANV701026MDFTZL04,1631880
BANV701026MDFTZL04,1687320
BANV701026MDFTZL04,1633728
BANV701026MDFTZL04,1595796
OSKM761122MVZRNR09,
OSKM761122MVZRNR09,105560
BANV701026MDFTZL04,
OSKM761122MVZRNR09,506688
OSKM761122MVZRNR09,506688
OSKM761122MVZRNR09,506688
OSKM761122MVZRNR09,506688
OSKM761122MVZRNR09,506688
CANE820205HSNSRN07,
CANE820205HSNSRN07,321210
OSKM761122MVZRNR09,
CANE820205HSNSRN07,1146780
CANE820205HSNSRN07,1192344
CANE820205HSNSRN07,1190436
CANE820205HSNSRN07,1378152
CALM890924MSNLYR02,
CANE820205HSNSRN07,
CANE820205HSNSRN07,1271004
CALM890924MSNLYR02,5616192
CALM890924MSNLYR02,1714385
CALM890924MSNLYR02,5948844
CALM890924MSNLYR02,4830624
CALM890924MSNLYR02,5011656
CALM890924MSNLYR02,5202420
VAAM860806HDFNYR08,
VAAM860806HDFNYR08,600000
VAAM860806HDFNYR08,600000
VAAM860806HDFNYR08,125000
VAAM860806HDFNYR08,600000
VAAM860806HDFNYR08,600000
CALM890924MSNLYR02,
VAAM860806HDFNYR08,
VAAM860806HDFNYR08,600000
MERM780805MAGZSN04,
MERM780805MAGZSN04,1721916
MERM780805MAGZSN04,1780440
MERM780805MAGZSN04,372325
MERM780805MAGZSN04,1697628
MERM780805MAGZSN04,1631124
MERM780805MAGZSN04,1821300
MERM780805MAGZSN04,
GANS850101HPUMRL09,1826450
GANS850101HPUMRL09,4722012
GANS850101HPUMRL09,
GANS850101HPUMRL09,4683828
GANS850101HPUMRL09,5177544
GANS850101HPUMRL09,4807956
